HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458919.59081,2020-03-11.0912687,bi,1.48,15.675,>15.675,99.990,0.384,0.390,g
2458919.59204,2020-03-11.0924958,bi,1.44,15.557,>15.557,99.990,-0.127,0.435,g
2458920.50238,2020-03-12.0028347,bi,1.48,16.137,>16.137,99.990,-0.124,0.255,g
2458920.50362,2020-03-12.0040700,bi,1.41,16.167,>16.167,99.990,-0.239,0.248,g
2458920.50484,2020-03-12.0052909,bi,1.55,16.370,>16.370,99.990,0.299,0.206,g
2458921.26679,2020-03-12.7672390,bm,1.56,99.990,99.990,99.990,99.990,99.990,g
2458921.26801,2020-03-12.7684570,bm,1.65,16.485,>16.485,99.990,0.062,0.185,g
2458921.49796,2020-03-12.9984086,bE,2.18,16.255,>16.255,99.990,-0.002,0.229,g
2458921.49923,2020-03-12.9996768,bE,2.17,16.371,>16.371,99.990,-0.227,0.205,g
2458921.50051,2020-03-13.0009626,bE,2.16,16.382,>16.382,99.990,-0.163,0.203,g
2458922.24391,2020-03-13.7443545,bm,2.11,16.067,>16.067,99.990,-0.070,0.272,g
2458922.24513,2020-03-13.7455766,bm,2.10,16.195,>16.195,99.990,-0.163,0.242,g
2458922.24638,2020-03-13.7468258,bm,2.08,16.262,>16.262,99.990,-0.333,0.227,g
2458922.37982,2020-03-13.8802694,bm,1.51,16.124,>16.124,99.990,0.164,0.258,g
2458922.38103,2020-03-13.8814762,bm,1.49,16.077,>16.077,99.990,-0.104,0.269,g
2458923.23925,2020-03-14.7396908,bm,1.56,15.854,>15.854,99.990,-0.310,0.331,g
2458923.24047,2020-03-14.7409187,bm,1.59,15.992,>15.992,99.990,0.217,0.291,g
2458923.24169,2020-03-14.7421365,bm,1.63,16.015,>16.015,99.990,0.257,0.285,g
2458923.37689,2020-03-14.8773346,bm,1.98,16.386,>16.386,99.990,-0.051,0.203,g
2458923.37811,2020-03-14.8785554,bm,1.65,99.990,99.990,99.990,99.990,99.990,g
2458923.37933,2020-03-14.8797717,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458923.49228,2020-03-14.9927287,bi,2.47,14.646,>14.646,99.990,-0.933,1.006,g
2458923.49352,2020-03-14.9939607,bi,2.50,15.158,>15.158,99.990,-0.461,0.628,g
2458923.56640,2020-03-15.0668427,bE,1.45,16.402,>16.402,99.990,0.224,0.200,g
2458923.56767,2020-03-15.0681217,bE,1.50,16.446,>16.446,99.990,0.156,0.192,g
2458923.56896,2020-03-15.0693994,bE,1.52,16.523,>16.523,99.990,-0.031,0.179,g
2458924.23844,2020-03-15.7388819,bm,1.53,15.491,>15.491,99.990,0.200,0.462,g
2458924.23969,2020-03-15.7401437,bm,1.62,15.271,>15.271,99.990,-1.983,0.566,g
2458924.24111,2020-03-15.7415554,bm,1.59,16.132,>16.132,99.990,-0.349,0.256,g
2458924.49143,2020-03-15.9918673,bi,2.13,15.549,>15.549,99.990,0.391,0.438,g
